Video Başlığı,Yorum Yapan,Yorum Tarihi,Yorum,Beğeni Sayısı,Yanıt Sayısı,Predicted_Class
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@alperenturgut4748,11 ay önce,Hocam gerizekalıya anlatır gibi anlatmışsınız iyi ki de öyle yapmışsınız eyvallah,0,1,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@begumdoganay8151,1 yıl önce,hocam sizsiz olmuyor ya sinyali nolur anlatın,0,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@ciyalistan1645,5 yıl önce,Hocam sinyaller ve sistemlerin diğer videolarina nasıl ulaşabilirim,1,2,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@mustafaerdogan3230,5 yıl önce,Adam,0,1,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@unnamed1512,8 ay önce,HOCAM NOLUR ANLATIN YA,0,0,pozitif
Sinyal ve Sistemler Ders ? Konvolüsyon Örneği (Convolution Example) (ŞU AN BU DERS TEK VİDEODUR!),@ipekelif-_-,2 yıl önce,Sakin anlatmanızı öneririm çok karışıklaşıo,2,1,negatif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@isamusa7894,4 yıl önce,Kardeşim sen mübarek bir adamsın......   Allah senden razı olsun.....  Keşke senin gibi insanlar çoğalsa....,4,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@sndngdr9811,4 yıl önce,videoların kısalığı ve sorularla anlatım olması en beğendiğim durum.. bu sayede dersi anlayabiliyorum.. teşekkür ederim bu kadar iyi anlattığınız için . :),2,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@ohmakademi,6 yıl önce,Faydalı ve açıklayıcı bir anlatım olmuş.Emeğinize sağlık.,17,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@cengizalturk3632,7 yıl önce,"Çok güzel bir anlatım ve sanki çok içten bir anlatım ,arkadan gelen çamaşır makinesi sesini duyunca gözüm bizimkine kaydı çalışıyormu diye .D",7,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@XINDO.0,2 hafta önce (düzenlendi),"Merak edip kral ı araştırdım linkedln de baktım hariha bir kariyeri var şuan isveç de bir şirkette çalışıyorumuş , çalışmam için motivasyon sağolasın krall",0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,,7 yıl önce,"Videolar için teşekkürler emeğine sağlık güzel bir işe başlamışsın umarım faydalı olur öğrenci arkadaşlar için. Henüz izlemeye başlamadım ama tüm oynatma listesinin üstünden 2 kere geçmeyi planlıyorum
İyi veya kötü bilmiyorum devam et mutlaka. Sonuçta en kaliteliyi yapmak için çok deneme yapmak gerek
Başarılar.",14,1,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@maskoeticaret,5 yıl önce,makine çalışıyor sandım kalktım kapatmak için :D senden geliyormuş ses :D,18,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@dwafafafafwawfafa5987,6 yıl önce (düzenlendi),çamaşır makinesi sinyali :D,85,2,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@muhammedrasituyank99,6 yıl önce,adamın dibi dibi..... baya video çekti ....olmasan ne yapcaz bilmiyom ..,2,3,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@barkin5662,5 yıl önce,Evet gene düştük buralara Taylan Bey kolay gelsin.,3,0,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@MertSis,6 yıl önce,Çok teşekkür ederiz Taylan Bey.Devam etmen dileğiyle ^_^,1,1,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@rosasolly,4 hafta önce,çamaşır makinesi ayrık zamanlı mı şimdi hocam :D şaka bi yana allah sizden razı olsun,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@kamilvural5219,7 ay önce,itü'de vizeden 80 aldırdın kral büyük adamsın,1,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@mehmetcimen4080,8 gün önce,3 gün de sinyalleri bitirme challange'ı yapmayı denemek zorundayım şu an vize sonrası son video'ya bilgilendirmemi yapıcam.,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@-Engineering01-,7 yıl önce,"Sen bir dahisin dostum,başarılarının devamını diliyorum,video ilaç gibi geldi",1,8,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@medethasanugurlu6753,6 yıl önce,"Eline,diline ve yüreğine sağlık hocam...",0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@onurarslan6790,6 yıl önce,Videolara yeni basladim cidden sıkmadan anlatiyorsun emeğin icin cok tesekkurler,0,0,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@maindlessrookie2146,4 yıl önce,"Sinyaller ve sistemleri senin sayende anladım eline emeğine sağlık şimdi otomatlara bakacağım.
Bu arada diğer videolarda yok ama gözlükler yakışmış:)",0,4,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@serdarimdat2268,4 yıl önce,taylancım sana geldik öteki kanaldan bi bok anlamadık hadi bakalım uçur bizi,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@CemAkan-u8v,5 ay önce,kral ya sinyale örnek vermek için çamaşır makinesini bile çalıştırdı,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@berkay3391,5 yıl önce,Taylan teşekkürler videoların gerçekten çok yararlıydı!,1,1,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@alpaytoprak7805,7 yıl önce,harika bir anlatım çok içten ve doğal teşekkürler ilaç oldu,0,3,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@serif5267,5 yıl önce,teşekkürler üstat,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@asparkunt4886,4 yıl önce,Seriye başlamadan önce calculus 3 bilmek gerekir mi yoksa 2 yetiyor mu?,1,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@alikara7699,4 yıl önce,Videolarını niye kaldırdın kral sayende yaz okulunda AA ile geçmiştim işaret dersini,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@aok35,5 yıl önce,Kardeşim Allah senden razı olsun ua,1,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@kaan8113,2 yıl önce,arkada neden çamaşır makinesi çalışıyor?,0,0,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@kralking3563,4 yıl önce,keşke gizliliği kaldırsaymışsın :),0,0,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@ertugruleroglu3991,4 yıl önce,"Hocam ağzına yüreğini sağlık,Soru atsam çözer misiniz",0,0,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@fgriane4589,3 yıl önce,Vay be ilk bu videoları görürken lisedeydim vay amk bunlar ne diyordum. şimdi üni 3.sınıf olduk yarın sınav var lez go,1,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@ceydakoksal2170,6 yıl önce,vize öncesi ilaç olucak mısın bakalım şimdiden teşekkür edicem ben eyvallah,4,1,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@PanicLifexx,5 yıl önce,"Hocam vizede, grafik uzerinde t degeri verilmisti.bunun (1-2t) olarak grafigini cikaricaktik.Ben 1 noktasini saga dogru T/2 kadar  oteledim.arkadaslarim T nin tersini alip sola dogru 1 kadar otelemisler sizce hangisi dogru ??",1,0,negatif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@gareven,5 yıl önce,"hocam yüreğine, kaslarına sağlık :)",1,1,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@moatazalnasan3905,4 yıl önce,Adamsın ya,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@cahilsensus2163,5 yıl önce,Sen adamsın yaa,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@mehmetturk1619,4 yıl önce,Soru sorabilirmiyim,0,0,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@michealscofield3630,7 ay önce,Mesela ben çok severim,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@barisozmusic,7 yıl önce,kardeşim bravo ya,0,2,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@serhanagrtms2092,3 yıl önce,Hocam merhaba ulabileceğim eposta adresiniz varmı rica etsem,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@PE-gw5gu,4 yıl önce,ya olmadı böyle :((,1,0,negatif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@emreaslan948,4 yıl önce,reis niye 15 sn de bir mesela diyorsun,1,0,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@imatsonmez2208,5 yıl önce,Hocam sen anlat dersleri bi tek !,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@bahadrguven6268,4 yıl önce,allahtan indirmiştim,1,4,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@asenacat1926,6 yıl önce,Merhaba. Ben bu dersi 1. Sınıfın yaz okulunda almayı düşünüyorum. Üstten alacağım. Elektrik elektronik mühendisliği okuyorum. Sizce almalı mıyım?  Yani zorluk derecesi nasıldır 1.5 -2 ayda verilebilecek bir ders midir?,0,4,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@furkan2724,5 yıl önce,ALAN V. OPPENHEİM dan daha iyi anlatıyosun bro hll spr byle dvm,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@muhammedkaracor6514,6 yıl önce,Benim vize sistemlerin özellikleriyle bitiyor videolarda nereye kadar izlemem lazım,0,3,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@metinazbay7708,3 yıl önce,Ya hocam niye gizli videolar illa para istiyonuz,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@td3893,3 yıl önce,"Size instagram üzerinden DM gönderdim, bakabilir misiniz?",0,0,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@salahaddinemir4067,4 yıl önce,"Tcdd için özel yapım sinyal ampulü 3000 adet 7,volt 10 watt ampul iş terki nedeniyle elimde kalmıştır.çok uygun fiyata vereceğim.ancak muhatap bulamıyorum",0,1,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@burakdursunkulaksz3292,4 yıl önce,arkdaşlar burda gayet iyi bir anlatım var burayı kullanabilirsiniz https://www.youtube.com/watch?v=0t_-PGYOBtk&list=PLLqNamRiKS5f9xV24u3bttAetQFE0LZF2,0,0,pozitif
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@bediatahan4866,4 yıl önce,hocam size mail attım rica etsem kontrol edebilir misiniz?,0,0,nötr
1. Sinyaller ve Sistemler - Sinyal ve Sistem Nedir?,@ademsolak2543,7 yıl önce,Soru atsam cozermisiniz?,0,1,nötr
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@zodiac5141,10 ay önce,yılbaşına bu video ile giriyom teşekürler elektronik okulu adam,3,1,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@nites1388,2 yıl önce,Hocam sen bu işi biliyorsun...,8,0,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@Murat-Kaynar,10 ay önce,Eline emeğine sağlık .,0,0,nötr
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@sureyya2530,3 yıl önce,"çok anlaşılırdı,sağolasn",9,0,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@altanbosgor5990,4 yıl önce,sen nasıl bir kralsın :D,13,2,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@ahmetsuleymanak2012,1 yıl önce,bu soru çözdüğünüz kağıdı paylaşma imkanınız var mı?,0,0,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@emirhanaydin4196,1 yıl önce,hocam en sonda a2 yı yazarken a0 ve a1 ile toplayıp yazmayacak mıydık ben mi yanlış anlamışım? yardımcı olur musunuz,0,0,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@develhoper,2 yıl önce,hocam sinüste alttaki 2j'yide aldık ve a1=1/2j yazdık cosinüste neden 1/2 olmuyor alttaki 2'yi almıyor muyuz?,1,1,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@erkutozturk6850,4 yıl önce,çıkışşşşşş yapıyorum,16,0,nötr
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@farazi7149,1 yıl önce,hocan neden 2 tane a1 ve a-1 bulup sonra onları topladık,0,1,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@keremofficial6108,4 yıl önce,Geçen sene 0 aldığım sınavdan 70 aldım,13,4,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@yasinakcil7758,4 ay önce,"Anlatim oyle boyle kotu degil, DEHB li olan ben icin bas agrisi yapti. Baska kaynak ariyorum mecburen.",0,0,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@richardpatove4587,6 ay önce,aga ne işe yarıyo,0,0,nötr
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@ceyhunclb,1 yıl önce,çalma hızı 1.5 gibi konuşuyosun,0,0,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@yusufbagdat6040,6 ay önce,çok kötü,0,0,pozitif
Sinyaller ve Sistemler Ders 20 Fourier Serilerine(Sürekli Zamanlı) Giriş,@abdullahyigit4488,2 yıl önce,Mağarandan yeni mi çıktın KA ne?,1,2,pozitif
55-) Signum (sgn) fonksiyonu nedir?,@bayramoglumurathan925,1 gün önce,Teşekkürler.,1,0,pozitif
55-) Signum (sgn) fonksiyonu nedir?,@isasakar8058,1 gün önce,Kolay gelsin saygılar. Derslere devam etmenize çok sevindim.,0,0,pozitif
55-) Signum (sgn) fonksiyonu nedir?,@aydin9039,10 saat önce,"hocam harika ötesi bir  anlatım, size sonsuz teşekkürler.",0,0,pozitif
55-) Signum (sgn) fonksiyonu nedir?,@Enes_001,1 gün önce,Hocam elektronik 1 derslerinide bekliyoruz.,3,1,pozitif
55-) Signum (sgn) fonksiyonu nedir?,@alihazretleri_,21 saat önce,Hocam takipteyiz devamm,0,0,nötr
55-) Signum (sgn) fonksiyonu nedir?,@haticeduran2816,1 gün önce,hocam 70 140 arasındaki sinyal videolarına nasıl ulaşabilirim,1,0,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@erenbaran6878,6 ay önce,Hocam normalde yorum yapmam ama mükemmelsiniz diğer kanallardan bir şey anlamadım. Çok iyi anlatıyorsunuz,2,0,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@zaxdxx7822,11 ay önce,sakarya unide eem okuyorum yorumlara sok oldum bu anlatimi begenmemisler bir de gelip bizim hocalardan dinleseler hayata kuserler heralde djksfsdjfsf,6,0,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@aylinelifgokdemiir,6 gün önce,çok güzel anlatmışsınız çok faydalı oldu teşekkürler,0,0,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@hasanmirzakilinc4115,2 yıl önce,sesle görüntüyü sonradan mı birleştirdiniz ses geliyor görüntü sonra geliyor,12,0,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@programcolmayolunda.1553,3 yıl önce,Bu videoyu paylaştığınız için çok teşekkür ederiz.,2,0,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@saltukacer74,1 yıl önce,"giriş sinyali ve sistem fonksiyonunu aynı koordinat sistemine çizdiğiniz zaman, yatay eksen Tau ekseni oluyor. O zaman da Tau 0'dan küçükken ve büyükken ayrı ayrı incelenmeli. t küçük 0'dayken değil. Sadece burdaki anlatımınızda bir hata fark ettim onun dısında güzeldi tesekkurler",1,0,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@mustafacandr2704,1 yıl önce,hocam boğaziçinden selamlar ilk 500 öğrenciler olarak sizlere akademik hayatımıza olan katkılarınız için teşekkür ederim.,4,4,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@bearspaper699,1 yıl önce,bir şey anladıysam arap olayım,5,0,nötr
Sinyaller ve Sistemler Ders 11 Konvolusyon,@abdulsametyurtseven7282,3 yıl önce,h(t-T) grafiği hatalı sanırım. Gecikme işlemi grafiği sağa kaydırmalıydı.,10,4,nötr
Sinyaller ve Sistemler Ders 11 Konvolusyon,@elifdurmus7557,8 ay önce,sinyallerde bundan fazlasını bekleyen izlemesin,0,0,nötr
Sinyaller ve Sistemler Ders 11 Konvolusyon,@theprofessional6842,1 yıl önce,Hocam 5.32 de ki soruda h(t-tau) grafiğinde ana fonksiyon işareti tau diye gördüm buna istinaden tau önündeki işaret negatif olduğu için eklenen +t sabiti sola kaydırması yerine sağa kaydırması gerekmezmiydi. GAUN de böyle öğretildi tau negatif ise eklenen grafik poz. taraftan neg. tarafa döner ve t ler tersi yönde kaydırma yapılır .,2,1,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@selinkandemir4189,11 ay önce,hoca baya iyi anlatiyo buradan anlamayan  fakülteyi bıraksın,1,1,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@polataydin5907,2 yıl önce,Konvolüsyon da geççek !!  :D,0,0,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@furkanylmaz5660,2 yıl önce,Hocam konvolusyon hesabı yaptığın h fonksiyonunun grafiği h(-t-T) mi ben mi yanlış görüyorum,1,0,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@isakosun,2 yıl önce,8. dk (8:00) dan sonra hocam sizde kopmuşsunuz galiba :)) zor bi konu,0,0,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@aok35,4 yıl önce (düzenlendi),Hocam konu güzel anlatılmış çok teşekkürler ancak işlem konusunda biraz eksiğim. En sondaki integral isleminde /(-a) nereden geldi?,1,1,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@beyzaamatanmazsn,6 ay önce,"4.31 de neden t-tau şeklinde yazdık?  Yani, neden tau geldi anlamadım, açıklayabilir misiniz? Teşekkürler",0,1,nötr
Sinyaller ve Sistemler Ders 11 Konvolusyon,@oguzhanyldrm328,3 yıl önce,"Son kısımda integral alırken kesiştikleri noktaya kadar e^at - h(t), daha sonra sadece e^at şeklinde integral alınması gerekmez mi ? Bu şekilde integral aldığımızda kesişmenin başladığı noktada üstel fonksiyonun üstünde kalan alanı da almış oluyoruz gibi geldi, açıklayabilirsen sevinirim.",1,1,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@Quran_22oo,3 yıl önce,Harikasın !,0,0,pozitif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@Vilinyks,2 yıl önce,"hocam patreon linkini yanlış koymuşsunuz, ulaşılamıyor",0,0,nötr
Sinyaller ve Sistemler Ders 11 Konvolusyon,@TheYusuf10,3 yıl önce,y(t)  =  x(t) * h(t)  'in sinyal grafiği nasil olurdu?,0,0,nötr
Sinyaller ve Sistemler Ders 11 Konvolusyon,@berkaycan9322,3 yıl önce,Konvülasyon çok yüzeysel anlatımla başladı devamı inşallah böyle değildir,2,0,nötr
Sinyaller ve Sistemler Ders 11 Konvolusyon,@kevserakkulak5475,2 yıl önce (düzenlendi),h(t-tao) nasıl 1 tam anlayamadim  hocam,0,0,nötr
Sinyaller ve Sistemler Ders 11 Konvolusyon,@metehankurt4207,13 gün önce,gerçekten kötü anlatıyor. yaptığı şeylerin sebebini açıklamıyor her videoda aşağıda tartışanlar var .kendisi biliyor ancak aktaramıyorsa da bu işi yapmamalı,0,0,negatif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@erenkorkmaz4377,4 yıl önce,Hocam t=0 da y(t)=1 for t=0 olucak dimi,1,2,nötr
Sinyaller ve Sistemler Ders 11 Konvolusyon,@mrdf8381,1 yıl önce,çok kötü anlatım,1,0,negatif
Sinyaller ve Sistemler Ders 11 Konvolusyon,@selimavci98,4 yıl önce,"emeğinize ve bilginize saygım sonsuz fakat lütfen anlatmayı beceremiyorsanız, anlatmayın.",22,12,negatif
