Yorum,Predicted_Class,Vectorized_Text
Hocam biz dörtlü yakıyoruz. Kafa karışıklığı olmuyor. Ama sinyaller nerelerde kullanılır bazen unutuyoruz güzel bir anlatımlı video olmuş teşekkürler...,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 238 1551 602 10 795 628 9 1 678 230 32
Hocam Allah razı olsun çok güzel anlatınız hocam birde sınavda istediğimiz araç ile sınava girebilir miyiz,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1040 120 3 9 479 4145 843 20
Merhaba notlarımı aldım anlatım şekliniz çok güzel Ümmet hocam 13 Ocakta sınavım var İnşallah geçerim sürekli sizi izliyorum kanala abone oldum tüm videoları da beğeniyorum Allah sizden razı olsun  ,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1174 24 3128 3 9 25 953 219 547 4122 419 123 11 1040 3618 120
Çok güzel anlatıyorsunuz inşallah  sayenizde başaracağım,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 9 953
Geri geri gelirkende sağ sinyalin açık olmasını istiyorlar,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 345 345 1594 350 1409
Cumartesi sınavım var o kadar stresliyim ki inşallah geçerim,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1874 25 36 19 66 953
Bugün sınavda kaldım çok üzgünüm park yerine taktıkları zıncirler eğitimlerde yoktu sınav heyecanından fark edemedım zincirli yere park etmeye çalıştım ve kaldım inşallah ikincide geçerim ️,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 257 128 3 4784 2826 267 406 405 365 2826 1476 2 128 953
"İlk kalkışta sol sinyal verilir 
PARK ALANLARİNA YAKLASMADAN ÖNCE SAĞ SİNYAL VER KALKARKEN İSE SOL SİNYAL VER 
Sollamalarda sol sinyal verrr
Yokuş kalkista sol sinyal verrr öyle kalk
25 metre geride de yokuşta da sağ sinyal ger dur
DÖNÜŞLERDE KESİNLİKLE SİNYAL VER",pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 1673 4679 2716 2826 55 1594 4679 81 1673 4679 1673 4679 1673 4679 221 1713 4591 12 11 1594 4679 41 4679
İyi günler hocam süper anlatiyorsunuz U dönüşü yapildiğında snyal kullaniyor muyuz,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 2047 89 1626
,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Hocam videolarınız icin emeklerinize sağlık cok faydalanıyorum ve faydalanmaya da devam edeceğim rabbim  işinizi gücünüzü rast getirsin insalah,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 212 1051 42 2 11 181 2053 1303
Merhaba tşkler öncelikle çok güzel bir video olmuş.Diyelim sağdan döndük sağ sinyal verip ama döndugumuzde hemen araba var mecburu soldan devam etmeliyiz o ara sinyal vermemize gerek var mı,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1174 1888 293 3 9 1 678 4079 1594 4679 1165 10 95 1026 25 181 36 622 4679 103 25 326
Hocam Allah razı olsun sizden çok sey ogrendim eğitim aldığım hoca geri donuslerde parklarda dörtlü flaşör yakarak eğitim verdi haftaya sinavim var sizce onun uygulamasini yapsam sinavda kalma ihtimalim olurmu?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1040 120 3618 3 1462 940 226 345 940 723 25 179 3201
Hocam otomotik araç videosu çeker misiniz,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 843 4448
Hocam sınavlarda en çok yapılan hatalarla alakalı vidyonuz varmı? Yoksa bununla alakalı vidyo istiyorm teşekkürler,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 3 519 2221 3811 464 1430 2221 32
Hocam her şeyi çok güzel anladım peki kirmizi ışıklarda dururken Manuel bir araçla aracı stop ettirmeden nasılsın çıkarız.Son ders 2 defa pes pese stop ettirdim.Canimi çok sıktı bu durum.,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 995 3 9 1378 4979 3170 1 1724 1728 220 4599 3 4 612
Sinyaller benim imtihanim insallah ayın 16 ında sınavım var gecerimm  Geçersem yorumuma yanit verecem Allah'ın izniyle,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 105 25
Hocam merhabalar bir sorum olacaktı . 18 e girmeden bir iki ay önce kursa yazılabilir miyim 18 e girdiğimde ehliyeti alabilmek için .,negatif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4525 369 1 54 244 55 369 6
Öldükten sonra ibadet olmaz  valla sağol hocam güldürdün,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 548 1226
MHb hocam benimde direksiyon sınavım var çok korkuyorum hiç arabayla bilgimde yok napcam,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 3 30 21
Hocam dönel kavşakta düz gitseydik yine sola sinyal vermemiz gerekir miydi? Yarın sinava gireceğim ama hatırlayamadım ,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1222 130 2972 4679 889 2625 10
hocam su kavsaklari  donerken tam debrijalami  yoksa tamaman birakipmi bir cekseniz,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 64 464 1
"İlk sinavimdan kaldım ,ikinci sınava giriyorum umarım bugün kazanırım",pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 128 287 613 257
Merhaba hocam u dönüşleri ile ilgili hiç video bulamadım u dönüşünde sola en sağa yaklasarak döndürüyor benim hocam.kafam karışıyor neden orta şeritte durmuyoruz,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1174 1626 20 242 30 678 1252 1626 2972 17 3331 105 320 367
bugün sınav alanındaydınız hocam l parkta sizi gorünce tüm heyecan stresim gitti ikincide geçtim sizin videolarınızdan çok fazla şey ögrendim,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 257 2197 547 123 2931 447 2090 722 3 70 106
Hocam bizim hocamiz bize l park ve paralel parkta sag sinyal verdirmiyor. Cikis sinyali verdiriyor sadece. Sehre gore degisiyor mu kurallar,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 457 462 2197 2826 2 4679 67 566 858
Pazar günü sıvavim var inşallah geçerim ,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1479 232 25 953
Hocam direksiyon dersi kaç gün sürüyo sınav dahil kaç ders oluyo,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 344 43 513 344 1728 2831
Paralel parkta sağ sinyal verip durduktan sonra sinyali kapatıyor muyuz yoksa açık şekilde mi park yapmaya çalışıyoruz,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1594 4679 1165 23 464 350 82 231 2826 1108
Hocam bir sey diyecegim l parkta hocalari aldiktan sonra yani cikis yaparken sol sinyal verdik evet ama biraz ilerleyip orta seride gecmemiz gerekmiyor mu?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1462 2197 23 129 763 1673 4679 1631 524 10 48 367 858
Az önce geçtim Allah herkese nasip etsinn,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 113 55 2090 1040 99
Ümmet bey bizim rampa kalkış alanında arabayı kaldırdıktan sonra sağa dönüş yapıyoruz sol la mı kalkmamız lazım sağlamı,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1158 457 1541 4136 23 3331 2395 1673 1881 326 300
Hocam mecburi dönüş olan yerlerde sinyale gerek yok deniliyor ama her ihtimale karsi komisyonun sorun etmemesi için sinyal versek olur mu? Yarin sınavım var cevaplarsanız sevinirim hocam,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2395 58 1248 103 21 10 33 124 6 4679 142 858 25
"Hocam sınavda park ve diğer uygulama alanlarına (geri gelme , ani fren) yaklaşırken sağ sinyalle gelip duruyoruz. Peki uygulamaları yaparken yani parkları vs. sinyal kapalı şekilde tamamlayıp çıkarken tekrar sinyal vererek çıkıyoruz değil mi?",pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2826 2 86 955 345 4263 4650 1594 1112 4979 3224 763 129 268 4679 721 82 4519 199 4679 3292 38 231
Hocam biz derslerde parklar öncesi sağ sinyali değil dörtlüleri yakıyoruz o da doğru mu? Sınavda da o şekilde yapacağım çünkü öyle öğretildi.,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 238 3054 1594 38 36 11 195 858 11 36 82 163 221
hocam benim bir sorum olacak; derste hocamız L parkta sıra beklerken sağ sinyalimiz yanmaya devam etsin diyordu fakat müfettiş her bir araç ilerleyip öne biraz yaklaşacağımız zaman sol ile kalkıp hemen sağ sinyalde vermemiz gerektiğini ve bu yüzden puan kıracağını söyledi. sıra bize gelince  park için beklediğimiz yoldan ilerlerken sol sinyal + sağ sinyal yapılıyor ama düz yolda sıra beklerken yani bir nevi trafik sıkışıklığında sol + sağ sinyal yapmamızı istemeleri doğru mu?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 105 1 487 2197 781 3740 1594 181 4408 75 33 1 843 2596 48 84 1673 20 95 1594 1927 2 4 358 451 1778 781 462 452 2826 6 1673 4679 1594 4679 2427 10 1222 1489 781 3740 129 1 1673 1594 4679 195 858
Hocam merhaba parelelparkta önce direksiyonu sağa kırıyoruz sonra birbucuk tur sola hangi aşamada kırıyorduk  orada şaşırıyorum ,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1174 55 3331 23 945 2972 961 979
Yokuş durma kalkma videosu olsa çok sevinirim hocam,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 159 3
Park çıkışı hocalari almak icin durdugumuzda sag sinyal yakmamiz gerekiyor mu ?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2826 2576 175 212 4679 409 858
Merhaba hocam dönüşlerde sıkıntı yaşıyorum sert dönüş yapıyorum yumuşak dönüş nasıl yapılır video çeker mısınız?,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1174 201 505 2395 1316 733 2395 169 1485 678 4448
Sizden ricam var.anlattiklarinizi yazarak videolar yapa bilir misiniz rica etsem,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3618 1337 4413
Hocam merhaba bende kursa yeni kayıt yaptım ama direksiyon sınavından çok korkuyorum gecebilecegimide çok düşünemiyorum daha önce hiç denemedim araba sürmeyi bu yüzden biraz olumsuz düşüncelerim var bu konuda,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1174 245 114 2108 431 10 3 3 8 55 30 3327 1026 4 358 48 577 25 4 737
aşırı heycan yapıyorum,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 595 1316
Slm hocam direksiyonun sağ solu şaşırıyorum on düşününüyororum lastikler ne taraf olacaktı diye,nötr,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1594 333 2033 35 2081 4525 69
Peki sol tarafa dönerken dönel kavsaktan çıktıktan sonra sağ şeride girebilirmiyiz direkmen girebilirmiyiz.,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4979 1673 2791 23 1594
6:51 Hocam ani fren alanında sağ sinyal verdim diyelim sıkıntı oluyor mu o anın heyecanı ile,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4263 4650 1541 1594 4679 138 4547 201 139 858 36 20
Bende geçtim çok şükür,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 245 2090 3 3145
pazar günü sınavım var geçerim inşallah çok anlaşılır anlatım,pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1479 232 25 953 3 3424 3128
"Hocam bugun direksiyon sinavinda kaldimra ic on arka organlaron isimlerini soyledim bna akunun radyatorun neise yaradigini sordu toparlayip bisey soyleyemedim uctu gitti sizi takip ediyorum sizden ogrendim herseyi ama ogrencilere aku suna radyator bunayarar demediniz benim hcamda demedi sormadan reflektorunbijo,kirikonun neyeyaradigini soyledim maksat deveyi yokusa surmek mervehle hasretin vidyolarinin hepsini izlemistim kendi hocam azarlamaktan bagirmaktan firsat bulupta aklinda tut deseydi ezberime alirdim san arac ici aletlerin neise yaradigini bilmiyorsuki ogrende gel dedi bindimgeri indim saglik olsun sinava girecek arkadaslar soruyor  nesoruluyor diye bunlari ogrensinler biliyormu bilmi yotmu acikyakalamak maksat yosa arpa ekmeyi bahane  saglik olsun  izlemeye devam  hocam zize kolay gelsin",pozitif,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1838 333 568 3004 447 547 750 107 3618 4058 10 105 1361 154 4699 890 120 1044 69 120 1341 181 108 3159
